DeptID,EntityName,PAN,RegisteredAddress,Contact
EPF-150264,Metro Technologies Pvt Ltd,DNLXB9575B,"Plot 108, Guindy, Hyderabad, TS",9151234577
EPF-601256,Prime Industreis Pvt Ltd,YJNJV8035U,"gala no. 10, shady complex, pune, mh",800416060
EPF-783996,Tech Tradres Pvt Ltd,ILQRR2090L,"Plot 654, Hitec City, Pune, MH",9912966413
EPF-695812,Acme Technologies LLP,RYZFY5610W,"Plot 246, MIDC, Chennai, TN",9432907269
EPF-372909,Sunrise Corp LLP,JFJGY0370N,"plot 126, okhla ind est, pune, mh",9210169823
EPF-661752,Stellar Ventrues LLP,CKZVI4083W,"Plot 768, Phase 1, Electronic City, Ahmedabad, GJ",9234407655
EPF-110841,Sunrise Logistics iLmited,WLXQI0523R,"Plot 247, MIDC, Ahmedabad, GJ",9379343397
EPF-74219,Prime Industries Liimted,TTSEB7730Q,"plot 958, okhla ind est, hyderabad, ts",9793024569
EPF-570155,Metro Fabricatio nLimited,LYFON1331Q,"plot 255, hitec city, delhi, dl",9678236088
EPF-632637,Om Enteprrises LLP,CQSQN3058O,"Plot 709, Peenya, Ahmedabad, GJ",9158292355
EPF-96125,Balaji Logistics Limited,SJRVY2448J,"Plot 585, Okhla Ind Estate, Hyderabad, TS",9896590144
EPF-150009,Om Technologies LLP,XYEZB7398Q,"plot 944, midc, ahmedabad, gj",9424060931
EPF-663775,Sunrise Traedrs LLP,QXWKX1859A,"plot 183, ph 1, electronic city, hyderabad, ts",9103783856
EPF-560077,Acme Enterprises Pvt tLd,SCSHQ4146X,"plot 830, guindy, pune, mh",9848732935
EPF-635972,Glboal Solutions LLP,EIPKT3985Y,"plot 559, peenya, hyderabad, ts",9776704290
EPF-387292,Tech Solutions LLP,VQBBJ3064H,"plot 203, hitec city, delhi, dl",9219134478
EPF-64687,Tech IndustriesL imited,WNEQR0832D,"Plot 597, MIDC, Bengaluru, KA",9399719107
EPF-470590,Acme Enterprises Pvt Ldt,NFDUW6839J,"Plot 901, Okhla Ind Estate, Pune, MH",9930584959
EPF-707299,Global Ventures LLP,MDFAO7923Z,"plot 352, okhla ind est, chennai, tn",9686398844
EPF-582238,Stellra Corp LLP,XCRKQ2510U,"Plot 712, MIDC, Hyderabad, TS",9903248597
EPF-720324,Acme Enterprises Limited,YUTCU0769K,"Plot 187, Okhla Ind Estate, Chennai, TN",9569804016
EPF-814862,Prime Technologies LLP,NKRKG5930Y,"plot 674, hitec city, mumbai, mh",9971940396
EPF-907650,Metro Tecnhologies Limited,KXTRS3478K,"plot 337, hitec city, ahmedabad, gj",9384347408
EPF-279335,Metro Logistics Limited,VFPCP1059Z,"plot 814, hitec city, mumbai, mh",9840957773
EPF-752782,Apex Ventures Pv tLtd,MEJHB1964W,"plot 688, okhla ind est, bengaluru, ka",9412459402
EPF-729767,Stellar Solutions Pvt Ltd,AHUYO9370G,"plot 947, ph 1, electronic city, chennai, tn",9180733638
EPF-751678,Balaji Ventures Pvt Ldt,GYGGF3784V,"Plot 61, Hitec City, Pune, MH",9398058231
EPF-492395,Stellar Industries Pvt Ltd,IHHUK1185R,"Plot 47, GIDC, Hyderabad, TS",9513442250
EPF-880497,Prime Traders LLP,HUQHJ1894D,"plot 14, gidc, chennai, tn",9503065501
EPF-496186,Stellar Corp LLP,HZOME8842A,"Plot 338, Peenya, Delhi, DL",9543530970
EPF-582034,Pioneer Enterpriess Limited,HEXAQ8426R,"plot 80, gidc, delhi, dl",9941691063
EPF-797735,Prime Enterprises Pvt Ltd,ZJKHT7834B,"plot 592, okhla ind est, delhi, dl",9389752880
EPF-677342,Tech Fabrication LLP,RVGTE6015I,"Plot 274, GIDC, Mumbai, MH",9499279935
EPF-444196,Tech Logistics iLmited,WGQWC5936L,"plot 369, guindy, ahmedabad, gj",9644855071
EPF-335125,Pioneer Enterprises LLP,OUMYR9869K,"Plot 176, Okhla Ind Estate, Bengaluru, KA",9234879181
EPF-531968,Prime Soluitons Pvt Ltd,CBZUY3036R,"plot 893, gidc, mumbai, mh",9688582893
EPF-257558,Shree Traders Limited,MQVWC6153U,"plot 723, hitec city, pune, mh",9636762934
EPF-632343,Sunrise Logistics Limited,SZYOD2571A,"plot 423, peenya, pune, mh",9109807249
EPF-820153,Acme Industries Pvt Ltd,VPTBW3897Y,"plot 346, guindy, pune, mh",9570242548
EPF-631637,Prime Technologies Limietd,OXIXF1357D,"Plot 808, Hitec City, Bengaluru, KA",9437774165
EPF-203361,Sunris eLogistics LLP,WWJPA1727J,"Plot 862, Okhla Ind Estate, Mumbai, MH",9846579654
EPF-474729,Balaji Enterprises LLP,KXWKD8905F,"plot 618, ph 1, electronic city, ahmedabad, gj",9847340194
EPF-637273,Acme Industries Limited,TCQEI9386H,"plot 93, okhla ind est, chennai, tn",9226113106
EPF-269424,Acme Fabricaiton LLP,NIIET9894E,"plot 923, peenya, ahmedabad, gj",9390253416
EPF-773317,Acm eEnterprises Pvt Ltd,WSIFU7983R,"Plot 449, Hitec City, Mumbai, MH",9346075694
EPF-89557,Om Tehcnologies LLP,HRDEE0160S,"plot 163, ph 1, electronic city, hyderabad, ts",9233158708
EPF-157044,Sunrise Enterprises Pvt Ltd,ONEPM7937L,"Plot 898, MIDC, Hyderabad, TS",9540047587
EPF-821833,Apex Ventures LLP,KCWJS4168Y,"Plot 571, MIDC, Bengaluru, KA",9515803809
EPF-536910,Om Idnustries LLP,URGLN6537O,"plot 280, okhla ind est, hyderabad, ts",9490611039
EPF-482668,Om Traders Pvt Ltd,ZOIQP8707J,"plot 466, okhla ind est, mumbai, mh",9231541513
EPF-660486,Sunrise Industries Limited,BXVME0606R,"Plot 764, Hitec City, Bengaluru, KA",9977227875
EPF-609686,Acme Ventures LLP,NWSPR3219P,"Plot 69, Peenya, Bengaluru, KA",9701474954
EPF-537116,Sunrise Ventures Pvt Ltd,FPCBI8461U,"Plot 465, Peenya, Ahmedabad, GJ",9116342420
EPF-613768,Dynamic Enterprises vPt Ltd,ZYYQV8342N,"plot 662, guindy, chennai, tn",9643249262
EPF-106602,Balaji Industries Pvt Ltd,YVBGF8266Z,"plot 525, gidc, delhi, dl",9640539501
EPF-874360,Shree Industires LLP,MSYUX4157U,"Plot 298, Okhla Ind Estate, Hyderabad, TS",9769876977
EPF-880203,Apex Ventures Pvt Ldt,BEBJS0863H,"Plot 844, Peenya, Pune, MH",9257717811
EPF-559010,Shree Ventures Pvt tLd,GHGHU2146K,"plot 783, gidc, bengaluru, ka",9883611973
EPF-11095,Sunrise Industries LLP,BAOJX9618Z,"Gala No. 8, Shady Complex, Bengaluru, KA",800327006
EPF-684364,Acme Traders Limited,GORHA9414Q,"Plot 253, Guindy, Chennai, TN",9736445874
EPF-605138,Tech Industries LLP,KLZOQ6343N,"plot 598, hitec city, ahmedabad, gj",9839959546
EPF-536196,Stellar Enterprise sLimited,UFJLI9887N,"Plot 944, Peenya, Chennai, TN",9701175905
EPF-59645,Stellar Corp Pvt Ltd,KTRJC6264A,"plot 847, peenya, bengaluru, ka",9363158788
EPF-978577,Acme Solutions LLP,NFYPQ0666S,"Plot 231, Guindy, Ahmedabad, GJ",9238433709
EPF-845864,Sunrise Enterpirses LLP,FSKHD5031N,"plot 676, okhla ind est, bengaluru, ka",9881003696
EPF-955625,Prime Industries Pvt Ltd,CHBQP2531S,"Gala No. 8, Shady Complex, Bengaluru, KA",800327006
EPF-811083,Tech Fabrication Pvt Ltd,OARSD0719S,"Plot 498, MIDC, Chennai, TN",9272442211
EPF-427453,Tech Solutions LLP,IDVPT7503P,"plot 23, midc, mumbai, mh",9580197556
EPF-758600,Om Venture sPvt Ltd,WWSUO3139V,"plot 205, okhla ind est, pune, mh",9802874219
EPF-443923,Tech Traders Pvt Ltd,FPQYX1561Z,"gala no. 99, shady complex, mumbai, mh",800339890
EPF-869093,Metro Enterprises Limited,CDNNB1655T,"plot 420, gidc, hyderabad, ts",9488690400
EPF-752710,Apex Trader sPvt Ltd,LEMIM6682E,"plot 398, hitec city, hyderabad, ts",9395968804
EPF-447576,Global Cor pLimited,UNMBH6201B,"plot 30, hitec city, bengaluru, ka",9772294863
EPF-607701,Om Logistics LLP,YPJYV8752C,"plot 124, midc, bengaluru, ka",9455739934
EPF-149330,Global Fabrication Limited,VHYFL2127U,"plot 628, midc, delhi, dl",9928049054
EPF-975884,Apex Inudstries Limited,FYREC7912P,"Plot 575, Hitec City, Bengaluru, KA",9157401347
EPF-590722,Dynamci Ventures LLP,HPVBT6227X,"Plot 779, GIDC, Mumbai, MH",9131546157
EPF-843740,Balaji Traders Pvt Ltd,QAEHC4109O,"Plot 78, Hitec City, Delhi, DL",9403342779
EPF-42767,Prime Fabrication Pvt Ltd,GCTNE7746M,"plot 940, gidc, ahmedabad, gj",9367799209
EPF-264620,Metro Logistics LLP,BPEOV9924W,"plot 216, ph 1, electronic city, bengaluru, ka",9323456488
EPF-48205,Om Industreis LLP,OMEUK8464G,"Plot 968, Phase 1, Electronic City, Ahmedabad, GJ",9136905995
EPF-690961,Sunrise Technologies LLP,NQKMB6083W,"Plot 231, Phase 1, Electronic City, Mumbai, MH",9232324943
EPF-282651,Global Logistics LPL,UEUPT1002H,"plot 12, okhla ind est, bengaluru, ka",9988204111
EPF-204785,Tech Logistics Pvt Ltd,BRQLD5741T,"Plot 333, Peenya, Hyderabad, TS",9334172684
EPF-863343,Balaji Corp Pvt Ltd,KESGX2701B,"Plot 172, Peenya, Delhi, DL",9935924966
EPF-880084,Acme Technologies Limtied,QFEOB5433Q,"Plot 977, Okhla Ind Estate, Delhi, DL",9870969093
EPF-727761,Tceh Enterprises LLP,HZUTM1216J,"Plot 48, Okhla Ind Estate, Hyderabad, TS",9322581964
EPF-727263,Sunrise Corp LLP,FXBJJ2004B,"plot 365, guindy, hyderabad, ts",9646810425
EPF-647080,Global Logistics PvtL td,XQDKJ4771F,"Plot 51, Okhla Ind Estate, Delhi, DL",9541266856
EPF-164449,Stellar Technologies Pvt Ltd,JJIVP9736Z,"Plot 369, Hitec City, Delhi, DL",9725198225
EPF-598954,Sunrise Industries LLP,FIVYP3773D,"Plot 469, GIDC, Bengaluru, KA",9974262101
EPF-582530,Shree Solutiosn Limited,LOBYO4641C,"Plot 9, Phase 1, Electronic City, Pune, MH",9347125080
EPF-577221,Metro Technologies Pvt Ltd,LXYIS6958D,"plot 282, guindy, chennai, tn",9566192785
EPF-651288,Stellar Technologies Pvt Ltd,LYZRV8003A,"Plot 627, Phase 1, Electronic City, Hyderabad, TS",9518611187
EPF-230587,Sunrise Corp Limited,DHRGP6284X,"Plot 600, MIDC, Mumbai, MH",9475723679
EPF-292606,Balaji Enterprises LPL,CNUCK0478Y,"Plot 338, Okhla Ind Estate, Hyderabad, TS",9850401099
EPF-874795,Acme Enterprises LLP,NTYSH4091I,"Plot 231, GIDC, Mumbai, MH",9323120850
EPF-192861,Dynamic Logistics Limited,NMIKW7336D,"plot 134, okhla ind est, chennai, tn",9363051526
EPF-87653,Acme Technologies Pvt Ltd,ECBML3184Z,"plot 808, midc, delhi, dl",9346901267
EPF-455389,Sunrise Corp LLP,KOFLO4540I,"plot 318, ph 1, electronic city, mumbai, mh",9726680758
EPF-506080,Dynamic Solutions Limited,ESFML0495Z,"plot 408, okhla ind est, chennai, tn",9417019653
EPF-110354,Acme Ventures Pvt Ltd,VKJFA7914G,"Plot 595, Okhla Ind Estate, Mumbai, MH",9304474424
EPF-116210,Dynaimc Traders Limited,OJIHI1367B,"Plot 747, Peenya, Bengaluru, KA",9741770621
EPF-731160,Prime Inudstries Limited,UTOIU9433H,"Plot 587, GIDC, Pune, MH",9860982162
EPF-356881,Balaji Traders LLP,DCPOO3061B,"Plot 378, Hitec City, Ahmedabad, GJ",9912433600
EPF-555072,Merto Traders Pvt Ltd,RRUOS0834A,"Plot 205, Phase 1, Electronic City, Hyderabad, TS",9601849364
EPF-837241,Dynamic Enterprisse Limited,RSCAJ3680V,"Plot 896, Peenya, Delhi, DL",9656096360
EPF-286893,Sunrise Tradesr Pvt Ltd,VURQB5965Y,"plot 45, peenya, hyderabad, ts",9976714970
EPF-414147,Tech Fabrictaion Limited,UHWJI8866M,"plot 668, gidc, mumbai, mh",9339362990
EPF-791759,Om Ventures Pv tLtd,FGXER7843C,"Plot 574, Phase 1, Electronic City, Delhi, DL",9727627823
EPF-653213,Tech Corp LLP,JYHSY5296I,"Plot 220, Okhla Ind Estate, Mumbai, MH",9389207387
EPF-119568,Shree Traders Limited,YYFJW2778O,"Gala No. 52, Shady Complex, Delhi, DL",800916320
EPF-132360,Shree Solutions Limited,BNLNE7552K,"gala no. 100, shady complex, ahmedabad, gj",800116478
EPF-68479,Tech Solutinos LLP,DBRGM0303R,"Gala No. 58, Shady Complex, Bengaluru, KA",800878568
EPF-18847,Stellar Technologies iLmited,JPXWH9299J,"Plot 803, Phase 1, Electronic City, Pune, MH",9517422723
EPF-737306,Stellar Solutions Pvt Ltd,UIWUH7109S,"plot 51, gidc, pune, mh",9155044421
EPF-220511,Pioneer Ventures vPt Ltd,IPVCB9527B,"Plot 78, MIDC, Mumbai, MH",9556239052
EPF-38097,Acme Inudstries Pvt Ltd,UUUCF1306M,"plot 340, midc, delhi, dl",9849591851
EPF-541067,Sunries Ventures Limited,RGNBN5600C,"plot 815, ph 1, electronic city, delhi, dl",9383395286
EPF-45608,Balaji Industries Pvt Ltd,VCCUS6058H,"plot 35, okhla ind est, ahmedabad, gj",9141538015
EPF-922962,Om Traders Pvt tLd,CGPXO5167Q,"plot 309, guindy, mumbai, mh",9698007273
EPF-774311,Apex Solutions LLP,HPWYL3873Q,"plot 763, ph 1, electronic city, bengaluru, ka",9937681159
EPF-681667,Dynamic Technologies Pvt Ltd,DPCQR4932X,"plot 718, gidc, mumbai, mh",9439577955
EPF-18141,Pioneer Corp LLP,LPLUN0548J,"plot 362, okhla ind est, bengaluru, ka",9695066812
EPF-751608,Stellar Soultions Pvt Ltd,UYPDC8544V,"gala no. 48, shady complex, hyderabad, ts",800803353
EPF-602721,Om Corp Limited,YSENL0580M,"plot 989, peenya, hyderabad, ts",9155126092
EPF-489818,Sunrise Technologies LLP,UEMMW2869W,"plot 408, peenya, pune, mh",9589038920
EPF-289861,Global Technologie sPvt Ltd,OQBEY5631I,"Plot 785, GIDC, Delhi, DL",9436160874
EPF-681569,Apex Industries Pvt Ltd,SESME0416U,"Plot 28, GIDC, Mumbai, MH",9571095864
EPF-771815,Amce Fabrication Pvt Ltd,QFQEG8563Z,"plot 80, okhla ind est, bengaluru, ka",9440105658
EPF-660778,Stellar Technologies LLP,CQQXC4710O,"Plot 547, Guindy, Chennai, TN",9187777759
EPF-270377,Pionere Industries LLP,LLOIO5514N,"Plot 479, MIDC, Hyderabad, TS",9964141020
EPF-957841,Stellar Fabriaction LLP,HGIHS0091C,"Plot 513, Hitec City, Mumbai, MH",9269944646
EPF-575407,Stellra Traders Limited,EDYYV2584Z,"plot 481, ph 1, electronic city, pune, mh",9975002963
EPF-470218,Poineer Enterprises Limited,ZYEXZ1882L,"Plot 982, Phase 1, Electronic City, Hyderabad, TS",9888454525
EPF-843202,Metro Corp Limietd,ZAXEB8617B,"Plot 106, MIDC, Delhi, DL",9705133363
EPF-992359,Metro Indutsries Limited,RJCMD7533C,"plot 930, ph 1, electronic city, pune, mh",9910031872
EPF-110832,Prime Industries Pvt Ltd,SRXHL1689O,"Plot 65, Hitec City, Chennai, TN",9472888722
EPF-202728,Dynamic Industries Limitde,CAEVG0463L,"Plot 511, Phase 1, Electronic City, Delhi, DL",9738437880
EPF-760639,Global Industries Pvt Ltd,YIJHH1196D,"plot 633, okhla ind est, bengaluru, ka",9915369454
EPF-77926,Tech Corp Limited,PIFXY1783T,"plot 515, ph 1, electronic city, chennai, tn",9774807497
EPF-777602,Acme Industires Limited,MFGJB3953L,"plot 310, okhla ind est, mumbai, mh",9787245344
EPF-63454,Balaji Ventures Limited,BGTIA3853A,"plot 755, okhla ind est, chennai, tn",9208270388
EPF-478216,Dynamic Corp LLP,LJGRW7046O,"Gala No. 6, Shady Complex, Pune, MH",800404319
EPF-939404,Sunrise Corp Limited,EHPTO8694Q,"Plot 130, Phase 1, Electronic City, Bengaluru, KA",9106329155
EPF-216995,Tech Technologies Liimted,ULVRT4464C,"Gala No. 58, Shady Complex, Bengaluru, KA",800878568
EPF-537690,Dynamic Soluitons Limited,DRYSP0493G,"plot 83, peenya, delhi, dl",9674976407
EPF-177494,Apex Enterprises Limited,JXOHC0594J,"Plot 649, MIDC, Mumbai, MH",9806723640
EPF-255182,Sunrise Corp Limitde,JAMJF1951J,"plot 71, okhla ind est, delhi, dl",9239353134
EPF-579127,Acme Corp Pvt Ltd,SFXJX5202H,"Plot 140, Guindy, Delhi, DL",9929702283
EPF-775167,Stellar Technologies Limited,IHKJI2447F,"Plot 364, Peenya, Chennai, TN",9636868278
EPF-50915,Om Corp LLP,EGMJI3437J,"Plot 905, Okhla Ind Estate, Ahmedabad, GJ",9905535343
EPF-313359,Tech Solutoins Limited,FOOND7074D,"Plot 28, GIDC, Ahmedabad, GJ",9435595693
EPF-577947,Pioneer Enterprises Pvt Ltd,OYRIL6242T,"Plot 832, GIDC, Delhi, DL",9782573981
EPF-207948,Om Technologies LLP,USBIH4928E,"Plot 976, Phase 1, Electronic City, Bengaluru, KA",9295256634
EPF-946075,Pioneer IndustriesP vt Ltd,YRBHT5763S,"Plot 628, MIDC, Mumbai, MH",9587618982
EPF-503431,Shree Industries Limited,LWRPL3935F,"plot 468, hitec city, delhi, dl",9960440948
EPF-647066,Shree IndustriesP vt Ltd,DJFFP3380M,"Plot 992, Guindy, Hyderabad, TS",9895713769
EPF-649790,Global Logistics LLP,FREWP9391M,"plot 300, ph 1, electronic city, hyderabad, ts",9863096703
EPF-419286,Acme Ventures LLP,CBPPR7316J,"Plot 933, Guindy, Mumbai, MH",9268631941
EPF-851532,Metro Fabrication Limited,YRIFH4385E,"Plot 845, Hitec City, Pune, MH",9659026463
EPF-579887,Shree Industries Pvt Ltd,OFPRL2144G,"Gala No. 6, Shady Complex, Pune, MH",800404319
EPF-284021,Prime Industries LLP,LFHSP6791N,"Plot 114, Phase 1, Electronic City, Bengaluru, KA",9778725210
EPF-205239,Pioneer Corp LLP,TAJZK8722K,"plot 4, midc, pune, mh",9544998960
EPF-173531,Balaji oLgistics Pvt Ltd,YYHQP0387X,"Plot 854, Okhla Ind Estate, Chennai, TN",9812751485
EPF-19533,Balaji Fabrication LLP,KFVLM8434I,"plot 470, midc, bengaluru, ka",9128056996
EPF-19312,Balaji Ventures Pvt Ltd,ROWSI1123R,"plot 117, ph 1, electronic city, pune, mh",9225504534
EPF-442293,Acme Enterprises Limited,SSBGT1099T,"Plot 815, MIDC, Mumbai, MH",9418349925
EPF-34380,Acme Enterprises Limited,XVIPN1396F,"Plot 792, GIDC, Hyderabad, TS",9272022852
EPF-163272,Global Ventures LLP,RRQAQ1652K,"plot 594, guindy, mumbai, mh",9318256578
EPF-730839,Shree Enterprises Limited,VIPRF3387F,"plot 521, okhla ind est, ahmedabad, gj",9496135636
EPF-121538,Apex Industries LLP,MKNNC7095K,"Plot 585, Phase 1, Electronic City, Mumbai, MH",9987930153
EPF-300777,Stellar Traders Limtied,FMOEN9760B,"Plot 67, GIDC, Delhi, DL",9541817598
EPF-592183,Shree Technologies Limited,UCHFM0744F,"plot 297, hitec city, ahmedabad, gj",9247959673
EPF-13048,Tech Logitsics LLP,SXVNQ3293B,"Gala No. 61, Shady Complex, Pune, MH",800547700
EPF-649221,Tech Traders Limited,GLTNX6939N,"Plot 121, GIDC, Ahmedabad, GJ",9667569164
EPF-566991,Global Solutions LLP,IOBUL6059V,"Plot 28, MIDC, Hyderabad, TS",9832948125
EPF-567216,Apex Technologies Pvt Ltd,KDLLI5719C,"plot 449, okhla ind est, mumbai, mh",9836633247
EPF-369799,Stellar Traders LLP,ZHNWW3541P,"plot 430, ph 1, electronic city, mumbai, mh",9975556951
EPF-477918,Acme Corp LLP,WANOL7640N,"plot 53, peenya, pune, mh",9132495820
EPF-720578,Pioneer Corp LLP,YFPYY1583A,"plot 712, guindy, delhi, dl",9970929739
EPF-743091,Acme Traders iLmited,ZMRHX9805J,"Plot 330, GIDC, Ahmedabad, GJ",9280855099
EPF-458074,Metro Enterprises Pv tLtd,IDMNL7926A,"plot 531, okhla ind est, ahmedabad, gj",9595862961
EPF-57436,Dynamic Enterprises LLP,POQCC8214E,"plot 877, gidc, hyderabad, ts",9430528738
EPF-547898,MetroT raders Pvt Ltd,AVPXU7708Z,"plot 312, okhla ind est, mumbai, mh",9334858813
EPF-188643,Metro Solutions Pvt Ltd,IUFNH7997J,"Plot 145, Phase 1, Electronic City, Chennai, TN",9395202413
EPF-381924,Om Soltuions LLP,WCVFN0391V,"plot 856, hitec city, ahmedabad, gj",9334988898
EPF-776195,Stellar Traders Limited,NLWJT6941S,"plot 501, peenya, mumbai, mh",9922598153
EPF-514441,Shree Industries Pvt Ltd,WGKKI8782S,"Plot 351, Phase 1, Electronic City, Ahmedabad, GJ",9542143907
EPF-416751,Shree Industries Pvt Ltd,KQRSY8767F,"Plot 517, Okhla Ind Estate, Chennai, TN",9248358569
EPF-251761,Global Traders Limitde,ZYLRD4318C,"Plot 942, Phase 1, Electronic City, Pune, MH",9979637815
EPF-737971,Baljai Logistics Limited,ZRAOI8624V,"Plot 878, Guindy, Mumbai, MH",9779070861
EPF-626062,Tech Technologies Limited,HJGZP2342Q,"plot 524, peenya, mumbai, mh",9178549675
EPF-12262,Dynamic Corp Pvt Ltd,GSBZM0770Z,"Plot 764, Hitec City, Pune, MH",9880571486
