DeptID,EntityName,PAN,RegisteredAddress,Contact
CIN-524198,Pioneer Logistics Pvt Ltd,JFICF9920Z,"Plot 348, Peenya, Chennai, TN",9537696699
CIN-178573,Stellar Traders Pvt Ltd,FGWQK2721E,"Plot 738, Okhla Ind Estate, Chennai, TN",9720946888
CIN-304839,Dynamic Fabrication LLP,JCNXK8767X,"Plot 427, MIDC, Hyderabad, TS",9314156247
CIN-723566,Shree Technologies LLP,UGPGS8399Y,"Plot 901, Phase 1, Electronic City, Pune, MH",9378295849
CIN-884179,Acme Industries LLP,WMQQB1487V,"Plot 660, Hitec City, Delhi, DL",9414577683
CIN-483253,Shree Solutions Limited,SCBTS7372V,"Plot 101, Peenya, Hyderabad, TS",9244221674
CIN-951687,Shree Traders LLP,RAFTE9539P,"Plot 720, Okhla Ind Estate, Bengaluru, KA",9873096250
CIN-20396,Dynamic Enterprises Limited,OOABT6200Y,"Plot 446, Peenya, Hyderabad, TS",9946579258
CIN-696299,Stellar Fabrication Limited,TANRZ5248Q,"Plot 645, Guindy, Bengaluru, KA",9388877427
CIN-954451,Global Enterprises LLP,KUPYB2465Y,"Plot 985, GIDC, Chennai, TN",9332324787
CIN-872619,Pioneer Fabrication Limited,FMHMU1185Q,"Plot 114, Okhla Ind Estate, Delhi, DL",9130821768
CIN-886655,Pioneer Logistics LLP,TOXVI9092P,"Plot 691, GIDC, Bengaluru, KA",9999693047
CIN-874645,Global Fabrication Pvt Ltd,JOYVP2189R,"Plot 176, Hitec City, Mumbai, MH",9678481443
CIN-386369,Shree Industries LLP,RBRFP8342C,"Plot 644, MIDC, Delhi, DL",9532288739
CIN-450460,Metro Technologies Pvt Ltd,DNLXB9575B,"Plot 108, Guindy, Hyderabad, TS",9151234577
CIN-572581,Prime Industries Pvt Ltd,YJNJV8035U,"Gala No. 10, Shady Complex, Pune, MH",800416060
CIN-236708,Shree Industries Limited,FQVMZ1678E,"Plot 748, Phase 1, Electronic City, Ahmedabad, GJ",9786225820
CIN-350386,Metro Traders LLP,RRFIF3311V,"Plot 524, GIDC, Bengaluru, KA",9601897820
CIN-672602,Tech Traders Pvt Ltd,ILQRR2090L,"Plot 654, Hitec City, Pune, MH",9912966413
CIN-290188,Acme Technologies LLP,RYZFY5610W,"Plot 246, MIDC, Chennai, TN",9432907269
CIN-285056,Sunrise Corp LLP,JFJGY0370N,"Plot 126, Okhla Ind Estate, Pune, MH",9210169823
CIN-504929,Stellar Ventures LLP,CKZVI4083W,"Plot 768, Phase 1, Electronic City, Ahmedabad, GJ",9234407655
CIN-444121,Sunrise Logistics Limited,WLXQI0523R,"Plot 247, MIDC, Ahmedabad, GJ",9379343397
CIN-227536,Prime Industries Limited,TTSEB7730Q,"Plot 958, Okhla Ind Estate, Hyderabad, TS",9793024569
CIN-622880,Global Traders LLP,MYBBC1731H,"Plot 536, MIDC, Ahmedabad, GJ",9831061074
CIN-249625,Metro Fabrication Limited,LYFON1331Q,"Plot 255, Hitec City, Delhi, DL",9678236088
CIN-49142,Apex Corp LLP,EOHTW7037N,"Plot 466, Guindy, Ahmedabad, GJ",9649538629
CIN-595926,Prime Logistics LLP,HVVCP6092X,"Plot 935, Phase 1, Electronic City, Bengaluru, KA",9842776680
CIN-894669,Om Enterprises Limited,OOFXF6114L,"Plot 910, GIDC, Bengaluru, KA",9942226050
CIN-813746,Acme Enterprises Pvt Ltd,RXRYX1765Y,"Plot 8, Hitec City, Mumbai, MH",9668302099
CIN-396324,Om Enterprises LLP,CQSQN3058O,"Plot 709, Peenya, Ahmedabad, GJ",9158292355
CIN-963579,Balaji Logistics Limited,SJRVY2448J,"Plot 585, Okhla Ind Estate, Hyderabad, TS",9896590144
CIN-280652,Tech Ventures Limited,NTPRM2932L,"Plot 735, Peenya, Mumbai, MH",9253978668
CIN-573193,Om Technologies LLP,XYEZB7398Q,"Plot 944, MIDC, Ahmedabad, GJ",9424060931
CIN-966870,Sunrise Traders LLP,QXWKX1859A,"Plot 183, Phase 1, Electronic City, Hyderabad, TS",9103783856
CIN-936409,Balaji Technologies Limited,TSYNM9555B,"Plot 785, Phase 1, Electronic City, Chennai, TN",9996072388
CIN-291310,Prime Ventures Limited,XWYCH7500X,"Plot 690, Peenya, Pune, MH",9415307846
CIN-116279,Acme Enterprises Pvt Ltd,SCSHQ4146X,"Plot 830, Guindy, Pune, MH",9848732935
CIN-356568,Global Solutions LLP,EIPKT3985Y,"Plot 559, Peenya, Hyderabad, TS",9776704290
CIN-675847,Tech Solutions LLP,VQBBJ3064H,"Plot 203, Hitec City, Delhi, DL",9219134478
CIN-212392,Tech Industries Limited,WNEQR0832D,"Plot 597, MIDC, Bengaluru, KA",9399719107
CIN-440056,Acme Enterprises Pvt Ltd,NFDUW6839J,"Plot 901, Okhla Ind Estate, Pune, MH",9930584959
CIN-277881,Global Ventures LLP,MDFAO7923Z,"Plot 352, Okhla Ind Estate, Chennai, TN",9686398844
CIN-350139,Stellar Corp LLP,XCRKQ2510U,"Plot 712, MIDC, Hyderabad, TS",9903248597
CIN-444598,Acme Enterprises Limited,YUTCU0769K,"Plot 187, Okhla Ind Estate, Chennai, TN",9569804016
CIN-847048,Balaji Industries LLP,ULLAC8308D,"Gala No. 100, Shady Complex, Ahmedabad, GJ",800116478
CIN-928970,Prime Technologies LLP,NKRKG5930Y,"Plot 674, Hitec City, Mumbai, MH",9971940396
CIN-526249,Dynamic Technologies Pvt Ltd,PXGDO1714G,"Plot 710, Okhla Ind Estate, Pune, MH",9819250372
CIN-108530,Metro Technologies Limited,KXTRS3478K,"Plot 337, Hitec City, Ahmedabad, GJ",9384347408
CIN-445141,Metro Logistics Limited,VFPCP1059Z,"Plot 814, Hitec City, Mumbai, MH",9840957773
CIN-878367,Apex Ventures Pvt Ltd,MEJHB1964W,"Plot 688, Okhla Ind Estate, Bengaluru, KA",9412459402
CIN-229642,Tech Corp LLP,KZBAT7418I,"Plot 794, Phase 1, Electronic City, Bengaluru, KA",9588757276
CIN-294456,Tech Traders LLP,FRAVN9862D,"Plot 509, Hitec City, Mumbai, MH",9221971458
CIN-471177,Global Logistics Pvt Ltd,BUENG6780E,"Plot 239, Phase 1, Electronic City, Ahmedabad, GJ",9695205621
CIN-856106,Stellar Solutions Pvt Ltd,AHUYO9370G,"Plot 947, Phase 1, Electronic City, Chennai, TN",9180733638
CIN-193507,Balaji Ventures Pvt Ltd,GYGGF3784V,"Plot 61, Hitec City, Pune, MH",9398058231
CIN-378458,Stellar Industries Pvt Ltd,IHHUK1185R,"Plot 47, GIDC, Hyderabad, TS",9513442250
CIN-185545,Prime Traders LLP,HUQHJ1894D,"Plot 14, GIDC, Chennai, TN",9503065501
CIN-498232,Prime Fabrication Limited,JKOSI3550H,"Plot 18, Hitec City, Mumbai, MH",9945068601
CIN-30142,Stellar Corp LLP,HZOME8842A,"Plot 338, Peenya, Delhi, DL",9543530970
CIN-654337,Pioneer Enterprises Limited,HEXAQ8426R,"Plot 80, GIDC, Delhi, DL",9941691063
CIN-688053,Prime Enterprises Pvt Ltd,ZJKHT7834B,"Plot 592, Okhla Ind Estate, Delhi, DL",9389752880
CIN-400424,Metro Technologies LLP,MLKKR7996W,"Plot 229, Phase 1, Electronic City, Ahmedabad, GJ",9476746918
CIN-711859,Tech Fabrication LLP,RVGTE6015I,"Plot 274, GIDC, Mumbai, MH",9499279935
CIN-55649,Tech Logistics Limited,WGQWC5936L,"Plot 369, Guindy, Ahmedabad, GJ",9644855071
CIN-853609,Pioneer Enterprises LLP,OUMYR9869K,"Plot 176, Okhla Ind Estate, Bengaluru, KA",9234879181
CIN-229001,Prime Solutions Pvt Ltd,CBZUY3036R,"Plot 893, GIDC, Mumbai, MH",9688582893
CIN-469833,Shree Traders Limited,MQVWC6153U,"Plot 723, Hitec City, Pune, MH",9636762934
CIN-65248,Sunrise Logistics Limited,SZYOD2571A,"Plot 423, Peenya, Pune, MH",9109807249
CIN-857203,Acme Industries Pvt Ltd,VPTBW3897Y,"Plot 346, Guindy, Pune, MH",9570242548
CIN-487201,Prime Technologies Limited,OXIXF1357D,"Plot 808, Hitec City, Bengaluru, KA",9437774165
CIN-379712,Sunrise Logistics LLP,WWJPA1727J,"Plot 862, Okhla Ind Estate, Mumbai, MH",9846579654
CIN-504384,Balaji Enterprises LLP,KXWKD8905F,"Plot 618, Phase 1, Electronic City, Ahmedabad, GJ",9847340194
CIN-151397,Om Enterprises Limited,ELXEC6534Y,"Plot 229, Okhla Ind Estate, Hyderabad, TS",9344173743
CIN-504977,Acme Industries Limited,TCQEI9386H,"Plot 93, Okhla Ind Estate, Chennai, TN",9226113106
CIN-704745,Om Ventures Pvt Ltd,FYGFG3024Q,"Plot 602, Okhla Ind Estate, Chennai, TN",9151140555
CIN-403490,Acme Fabrication LLP,NIIET9894E,"Plot 923, Peenya, Ahmedabad, GJ",9390253416
CIN-75901,Acme Enterprises Pvt Ltd,WSIFU7983R,"Plot 449, Hitec City, Mumbai, MH",9346075694
CIN-136921,Om Technologies LLP,HRDEE0160S,"Plot 163, Phase 1, Electronic City, Hyderabad, TS",9233158708
CIN-219387,Sunrise Enterprises Pvt Ltd,ONEPM7937L,"Plot 898, MIDC, Hyderabad, TS",9540047587
CIN-920876,Prime Industries Pvt Ltd,HKDCK6837A,"Plot 466, MIDC, Hyderabad, TS",9350022844
CIN-244838,Apex Ventures LLP,KCWJS4168Y,"Plot 571, MIDC, Bengaluru, KA",9515803809
CIN-169650,Om Industries LLP,URGLN6537O,"Plot 280, Okhla Ind Estate, Hyderabad, TS",9490611039
CIN-40262,Om Traders Pvt Ltd,ZOIQP8707J,"Plot 466, Okhla Ind Estate, Mumbai, MH",9231541513
CIN-970060,Sunrise Industries Limited,BXVME0606R,"Plot 764, Hitec City, Bengaluru, KA",9977227875
CIN-371392,Acme Ventures LLP,NWSPR3219P,"Plot 69, Peenya, Bengaluru, KA",9701474954
CIN-376078,Tech Logistics Pvt Ltd,YQKHG5810L,"Gala No. 1, Shady Complex, Delhi, DL",800805319
CIN-93776,Sunrise Ventures Pvt Ltd,FPCBI8461U,"Plot 465, Peenya, Ahmedabad, GJ",9116342420
CIN-339424,Dynamic Enterprises Pvt Ltd,ZYYQV8342N,"Plot 662, Guindy, Chennai, TN",9643249262
CIN-108920,Balaji Industries Pvt Ltd,YVBGF8266Z,"Plot 525, GIDC, Delhi, DL",9640539501
CIN-89447,Shree Industries LLP,MSYUX4157U,"Plot 298, Okhla Ind Estate, Hyderabad, TS",9769876977
CIN-148737,Prime Industries LLP,LKTVE8988U,"Plot 615, Peenya, Ahmedabad, GJ",9709487573
CIN-681147,Pioneer Solutions LLP,PFXAD5424P,"Plot 289, Okhla Ind Estate, Delhi, DL",9664409813
CIN-63499,Shree Ventures Pvt Ltd,GHGHU2146K,"Plot 783, GIDC, Bengaluru, KA",9883611973
CIN-186756,Sunrise Industries LLP,BAOJX9618Z,"Gala No. 8, Shady Complex, Bengaluru, KA",800327006
CIN-65624,Acme Traders Limited,GORHA9414Q,"Plot 253, Guindy, Chennai, TN",9736445874
CIN-728970,Tech Industries LLP,KLZOQ6343N,"Plot 598, Hitec City, Ahmedabad, GJ",9839959546
CIN-557252,Stellar Enterprises Limited,UFJLI9887N,"Plot 944, Peenya, Chennai, TN",9701175905
CIN-787396,Stellar Corp Pvt Ltd,KTRJC6264A,"Plot 847, Peenya, Bengaluru, KA",9363158788
CIN-537901,Acme Solutions LLP,NFYPQ0666S,"Plot 231, Guindy, Ahmedabad, GJ",9238433709
CIN-946791,Sunrise Enterprises LLP,FSKHD5031N,"Plot 676, Okhla Ind Estate, Bengaluru, KA",9881003696
CIN-769067,Tech Solutions Limited,QNZRD3293V,"Plot 247, Peenya, Hyderabad, TS",9420354878
CIN-965997,Shree Traders LLP,JVJOO2555X,"Plot 581, Okhla Ind Estate, Pune, MH",9345888829
CIN-22212,Stellar Fabrication LLP,ZPRBG9157L,"Plot 686, Guindy, Ahmedabad, GJ",9232225231
CIN-309618,Prime Industries Pvt Ltd,CHBQP2531S,"Gala No. 8, Shady Complex, Bengaluru, KA",800327006
CIN-354937,Apex Ventures LLP,OJVQZ5918H,"Plot 790, MIDC, Mumbai, MH",9933520627
CIN-524068,Tech Fabrication Pvt Ltd,OARSD0719S,"Plot 498, MIDC, Chennai, TN",9272442211
CIN-591980,Tech Solutions LLP,IDVPT7503P,"Plot 23, MIDC, Mumbai, MH",9580197556
CIN-348102,Sunrise Ventures Pvt Ltd,SABKP1200J,"Plot 552, Hitec City, Pune, MH",9824115855
CIN-421888,Om Ventures Pvt Ltd,WWSUO3139V,"Plot 205, Okhla Ind Estate, Pune, MH",9802874219
CIN-282327,Prime Traders Pvt Ltd,UHTWO5970P,"Plot 353, Hitec City, Bengaluru, KA",9754648028
CIN-676058,Tech Traders Pvt Ltd,FPQYX1561Z,"Gala No. 99, Shady Complex, Mumbai, MH",800339890
CIN-645002,Metro Enterprises Limited,CDNNB1655T,"Plot 420, GIDC, Hyderabad, TS",9488690400
CIN-589389,Metro Technologies Pvt Ltd,QWZCY3304K,"Plot 641, Peenya, Hyderabad, TS",9175829740
CIN-733523,Metro Fabrication Pvt Ltd,AOXMF5390H,"Plot 112, GIDC, Pune, MH",9975823444
CIN-62489,Metro Ventures LLP,GOXVF3221F,"Plot 978, Guindy, Hyderabad, TS",9478416256
CIN-928757,Prime Ventures LLP,YYVYJ7742G,"Plot 418, Hitec City, Chennai, TN",9227637782
CIN-344304,Balaji Solutions LLP,WZMTJ1190M,"Plot 857, Guindy, Hyderabad, TS",9250037608
CIN-361135,Global Corp Limited,UNMBH6201B,"Plot 30, Hitec City, Bengaluru, KA",9772294863
CIN-283366,Sunrise Corp LLP,OTNEE6396A,"Plot 403, Guindy, Chennai, TN",9852092743
CIN-127641,Pioneer Traders Pvt Ltd,QHKWZ5746C,"Plot 924, GIDC, Ahmedabad, GJ",9877474460
CIN-417509,Om Logistics LLP,YPJYV8752C,"Plot 124, MIDC, Bengaluru, KA",9455739934
CIN-757075,Global Fabrication Limited,VHYFL2127U,"Plot 628, MIDC, Delhi, DL",9928049054
CIN-650203,Apex Industries Limited,FYREC7912P,"Plot 575, Hitec City, Bengaluru, KA",9157401347
CIN-180706,Dynamic Ventures LLP,HPVBT6227X,"Plot 779, GIDC, Mumbai, MH",9131546157
CIN-375450,Balaji Traders Pvt Ltd,QAEHC4109O,"Plot 78, Hitec City, Delhi, DL",9403342779
CIN-511867,Prime Fabrication Pvt Ltd,GCTNE7746M,"Plot 940, GIDC, Ahmedabad, GJ",9367799209
CIN-650115,Metro Logistics LLP,BPEOV9924W,"Plot 216, Phase 1, Electronic City, Bengaluru, KA",9323456488
CIN-852152,Om Industries LLP,OMEUK8464G,"Plot 968, Phase 1, Electronic City, Ahmedabad, GJ",9136905995
CIN-642234,Apex Traders LLP,YUHVC8424W,"Plot 692, Hitec City, Bengaluru, KA",9682255718
CIN-693801,Sunrise Technologies LLP,NQKMB6083W,"Plot 231, Phase 1, Electronic City, Mumbai, MH",9232324943
CIN-729738,Shree Solutions Pvt Ltd,GFWTA4292Q,"Plot 226, Peenya, Chennai, TN",9371911081
CIN-511221,Global Logistics LLP,UEUPT1002H,"Plot 12, Okhla Ind Estate, Bengaluru, KA",9988204111
CIN-267066,Dynamic Industries Pvt Ltd,EYBTS8421V,"Plot 243, Okhla Ind Estate, Hyderabad, TS",9386993830
CIN-336998,Tech Logistics Pvt Ltd,BRQLD5741T,"Plot 333, Peenya, Hyderabad, TS",9334172684
CIN-161774,Balaji Enterprises Pvt Ltd,SXBHQ2219T,"Plot 771, Peenya, Mumbai, MH",9658556148
CIN-763212,Balaji Corp Pvt Ltd,KESGX2701B,"Plot 172, Peenya, Delhi, DL",9935924966
CIN-842538,Prime Ventures Pvt Ltd,WPWCC7649N,"Plot 250, Guindy, Chennai, TN",9643455624
CIN-72918,Om Ventures Pvt Ltd,KILLO3231O,"Plot 742, Okhla Ind Estate, Mumbai, MH",9191805516
CIN-915646,Acme Technologies Limited,QFEOB5433Q,"Plot 977, Okhla Ind Estate, Delhi, DL",9870969093
CIN-817495,Dynamic Logistics Pvt Ltd,JYBPL3162X,"Plot 878, Guindy, Pune, MH",9562158562
CIN-196298,Tech Enterprises LLP,HZUTM1216J,"Plot 48, Okhla Ind Estate, Hyderabad, TS",9322581964
CIN-195303,Om Corp LLP,UMHSA9382E,"Plot 70, Peenya, Ahmedabad, GJ",9386064760
CIN-374151,Sunrise Corp Pvt Ltd,DTFRW6682H,"Plot 625, Phase 1, Electronic City, Hyderabad, TS",9694404767
CIN-717418,Sunrise Corp LLP,FXBJJ2004B,"Plot 365, Guindy, Hyderabad, TS",9646810425
CIN-320826,Global Traders Limited,HMSWK2062B,"Plot 977, GIDC, Bengaluru, KA",9879710594
CIN-535064,Global Logistics Pvt Ltd,XQDKJ4771F,"Plot 51, Okhla Ind Estate, Delhi, DL",9541266856
CIN-608290,Metro Ventures LLP,GFYQB1875A,"Plot 389, MIDC, Mumbai, MH",9545766155
CIN-939103,Shree Ventures Pvt Ltd,JYOMJ5839Z,"Plot 699, Okhla Ind Estate, Mumbai, MH",9678908150
CIN-115913,Stellar Technologies Pvt Ltd,JJIVP9736Z,"Plot 369, Hitec City, Delhi, DL",9725198225
CIN-934933,Sunrise Industries LLP,FIVYP3773D,"Plot 469, GIDC, Bengaluru, KA",9974262101
CIN-953551,Shree Solutions Limited,LOBYO4641C,"Plot 9, Phase 1, Electronic City, Pune, MH",9347125080
CIN-13771,Sunrise Fabrication LLP,KXPMZ7719M,"Plot 394, Peenya, Bengaluru, KA",9583566956
CIN-607377,Metro Technologies Pvt Ltd,LXYIS6958D,"Plot 282, Guindy, Chennai, TN",9566192785
CIN-206725,Stellar Technologies Pvt Ltd,LYZRV8003A,"Plot 627, Phase 1, Electronic City, Hyderabad, TS",9518611187
CIN-582240,Sunrise Corp Limited,DHRGP6284X,"Plot 600, MIDC, Mumbai, MH",9475723679
CIN-956320,Balaji Enterprises LLP,CNUCK0478Y,"Plot 338, Okhla Ind Estate, Hyderabad, TS",9850401099
CIN-939655,Acme Enterprises LLP,NTYSH4091I,"Plot 231, GIDC, Mumbai, MH",9323120850
CIN-231566,Apex Fabrication Limited,EUXJL3942M,"Plot 920, Guindy, Mumbai, MH",9472840651
CIN-574180,Dynamic Logistics Limited,NMIKW7336D,"Plot 134, Okhla Ind Estate, Chennai, TN",9363051526
CIN-393404,Acme Technologies Pvt Ltd,ECBML3184Z,"Plot 808, MIDC, Delhi, DL",9346901267
CIN-375496,Global Technologies Limited,XRKEI0727S,"Plot 303, Okhla Ind Estate, Chennai, TN",9815956987
CIN-914939,Sunrise Corp LLP,KOFLO4540I,"Plot 318, Phase 1, Electronic City, Mumbai, MH",9726680758
CIN-417663,Metro Traders Pvt Ltd,TZPKK4782G,"Plot 927, MIDC, Pune, MH",9817930765
CIN-785990,Prime Solutions LLP,HWFLL2038S,"Plot 783, MIDC, Ahmedabad, GJ",9986741028
CIN-693378,Dynamic Solutions Limited,ESFML0495Z,"Plot 408, Okhla Ind Estate, Chennai, TN",9417019653
CIN-362532,Acme Ventures Pvt Ltd,VKJFA7914G,"Plot 595, Okhla Ind Estate, Mumbai, MH",9304474424
CIN-245522,Prime Industries Limited,UTOIU9433H,"Plot 587, GIDC, Pune, MH",9860982162
CIN-140798,Sunrise Traders Pvt Ltd,XELBV9781S,"Plot 141, MIDC, Bengaluru, KA",9473383378
CIN-12176,Balaji Traders LLP,DCPOO3061B,"Plot 378, Hitec City, Ahmedabad, GJ",9912433600
CIN-471393,Metro Traders Pvt Ltd,RRUOS0834A,"Plot 205, Phase 1, Electronic City, Hyderabad, TS",9601849364
CIN-149149,Dynamic Enterprises Limited,RSCAJ3680V,"Plot 896, Peenya, Delhi, DL",9656096360
CIN-198914,Sunrise Traders Pvt Ltd,VURQB5965Y,"Plot 45, Peenya, Hyderabad, TS",9976714970
CIN-434963,Pioneer Corp Pvt Ltd,KYKQL1863D,"Plot 922, Guindy, Mumbai, MH",9687054822
CIN-833867,Acme Enterprises Limited,CSRUO8249N,"Plot 105, Hitec City, Chennai, TN",9842282795
CIN-198068,Tech Fabrication Limited,UHWJI8866M,"Plot 668, GIDC, Mumbai, MH",9339362990
CIN-189484,Om Ventures Pvt Ltd,FGXER7843C,"Plot 574, Phase 1, Electronic City, Delhi, DL",9727627823
CIN-213859,Balaji Traders LLP,XIOVS8538B,"Plot 175, GIDC, Ahmedabad, GJ",9756794021
CIN-550849,Sunrise Traders Pvt Ltd,MSXSE6132Q,"Plot 207, Guindy, Pune, MH",9850240652
CIN-514707,Shree Traders Limited,YYFJW2778O,"Gala No. 52, Shady Complex, Delhi, DL",800916320
CIN-120113,Shree Solutions Limited,BNLNE7552K,"Gala No. 100, Shady Complex, Ahmedabad, GJ",800116478
CIN-901755,Tech Solutions LLP,DBRGM0303R,"Gala No. 58, Shady Complex, Bengaluru, KA",800878568
CIN-144312,Pioneer Enterprises Pvt Ltd,RBRUD0197E,"Plot 283, Okhla Ind Estate, Delhi, DL",9910313969
CIN-108169,Stellar Technologies Limited,JPXWH9299J,"Plot 803, Phase 1, Electronic City, Pune, MH",9517422723
